Address,Postcode,Floor Area
"59, Sibley Park Road, Earley",RG6 5UB,893
"26, Sibley Park Road, Earley",RG6 5UB,1173
"53, Sibley Park Road, Earley",RG6 5UB,495
"10, Sibley Park Road, Earley",RG6 5UB,2228
"5, Sibley Park Road, Earley",RG6 5UB,1701
"20, Sibley Park Road, Earley",RG6 5UB,904
"19, Sibley Park Road, Earley",RG6 5UB,980
"27, Sibley Park Road, Earley",RG6 5UB,1206
"44, Sibley Park Road, Earley",RG6 5UB,527
"21, Sibley Park Road, Earley",RG6 5UB,904
"24, Sibley Park Road, Earley",RG6 5UB,1173
"30, Sibley Park Road, Earley",RG6 5UB,1615
"18, Sibley Park Road, Earley",RG6 5UB,872
"37, Sibley Park Road, Earley",RG6 5UB,506
"50, Sibley Park Road, Earley",RG6 5UB,614
"41, Sibley Park Road, Earley",RG6 5UB,495
"23, Sibley Park Road, Earley",RG6 5UB,1701
"16, Sibley Park Road, Earley",RG6 5UB,1561
"57, Sibley Park Road, Earley",RG6 5UB,635
"46, Sibley Park Road, Earley",RG6 5UB,527
"42, Sibley Park Road, Earley",RG6 5UB,506
"12, Sibley Park Road, Earley",RG6 5UB,1442
"47, Sibley Park Road, Earley",RG6 5UB,527
"27, Sibley Park Road, Earley",RG6 5UB,1138
"31, Sibley Park Road, Earley",RG6 5UB,896
"45, Sibley Park Road, Earley",RG6 5UB,499
"11, Sibley Park Road, Earley",RG6 5UB,1698
"54, Sibley Park Road, Earley",RG6 5UB,575
"16, Laniver Close, Earley",RG6 5UD,1981
"11, Laniver Close, Earley",RG6 5UD,1701
"4, Laniver Close, Earley",RG6 5UD,1733
"3, Laniver Close, Earley",RG6 5UD,2293
"18, Laniver Close, Earley",RG6 5UD,1722
"2, Laniver Close, Earley",RG6 5UD,1485
"5, Laniver Close, Earley",RG6 5UD,1345
"3, Laniver Close, Earley",RG6 5UD,1722
"6, Laniver Close, Earley",RG6 5UD,1611
"5, Laniver Close, Earley",RG6 5UD,1457
"1 Elm Lane, Lower Earley",RG6 5UE,1873
"7 Elm Lane, Lower Earley",RG6 5UE,1733
"39 Elm Lane, Lower Earley",RG6 5UE,549
"43, Elm Lane, Lower Earley",RG6 5UE,570
"21 Elm Lane, Lower Earley",RG6 5UE,1765
"45 ELM LANE, LOWER EARLEY",RG6 5UE,560
"29 ELM LANE, EARLEY",RG6 5UE,1905
"3, Elm Lane, Lower Earley",RG6 5UE,3057
"25, Elm Lane, Lower Earley",RG6 5UE,1399
"39, Elm Lane, Lower Earley",RG6 5UE,560
"11, Elm Lane, Lower Earley",RG6 5UE,2379
"23, Elm Lane, Lower Earley",RG6 5UE,1679
"41, Elm Lane, Lower Earley",RG6 5UE,689
"19, Elm Lane, Lower Earley",RG6 5UE,1851
"9, Elm Lane, Lower Earley",RG6 5UE,3014
"3, Elm Lane, Lower Earley",RG6 5UE,913
"23, Elm Lane, Lower Earley",RG6 5UE,1402
"33, Elm Lane, Lower Earley",RG6 5UE,1821
"8, Elm Lane, Lower Earley",RG6 5UF,2196
"The Chestnuts, Elm Lane, Lower Earley",RG6 5UG,1701
"Red Apples, Elm Lane, Lower Earley",RG6 5UG,936
"The Elms, Elm Lane, Lower Earley",RG6 5UG,1744
"The Cottage, Elm Lane, Lower Earley",RG6 5UG,1905
"Hawthorn House, Elm Lane, Lower Earley",RG6 5UG,2284
"Rivendell, Elm Lane, Lower Earley",RG6 5UG,1158
"1, Brerewood, Earley",RG6 5UH,2174
"203 Beech Lane, Lower Earley",RG6 5UP,1292
"235 Beech Lane, Lower Earley",RG6 5UP,366
"245 Beech Lane, Lower Earley",RG6 5UP,312
"195 Beech Lane, Lower Earley",RG6 5UP,1894
"249 Beech Lane, Lower Earley",RG6 5UP,334
"241 BEECH LANE, EARLEY",RG6 5UP,334
"215, Beech Lane, Lower Earley",RG6 5UP,904
"239, Beech Lane, Lower Earley",RG6 5UP,323
"237, Beech Lane, Lower Earley",RG6 5UP,323
"247, Beech Lane, Lower Earley",RG6 5UP,323
"183, Beech Lane, Lower Earley",RG6 5UP,1701
"241, Beech Lane, Lower Earley",RG6 5UP,334
"189, Beech Lane, Lower Earley",RG6 5UP,1044
"201, Beech Lane, Lower Earley",RG6 5UP,1927
"235, Beech Lane, Lower Earley",RG6 5UP,366
"243, Beech Lane, Lower Earley",RG6 5UP,338
"249, Beech Lane, Lower Earley",RG6 5UP,334
"199, Beech Lane, Lower Earley",RG6 5UP,1962
"215, Beech Lane, Lower Earley",RG6 5UP,963
"209, Beech Lane, Lower Earley",RG6 5UP,946
"The Swallows, Elm Lane, Lower Earley",RG6 5UQ,1432
"Key Haven, Elm Lane, Lower Earley",RG6 5UQ,1292
"Fircot, Elm Lane, Lower Earley",RG6 5UQ,1528
"Kamo, Elm Lane, Lower Earley",RG6 5UQ,1572
"Araucaria, Elm Lane, Lower Earley",RG6 5UQ,1378
"The Brambles, Elm Lane, Lower Earley",RG6 5UQ,1550
"Rosewood, Elm Lane, Lower Earley",RG6 5UQ,1270
"Thistle Beck, Elm Lane, Lower Earley",RG6 5UQ,1582
"Elmcot, Elm Lane, Lower Earley",RG6 5UQ,1787
"Panmaric, Elm Lane, Lower Earley",RG6 5UQ,1414
"5, Fulmer Close, Earley",RG6 5UR,1033
"8, Fulmer Close, Earley",RG6 5UR,1485
"7, Fulmer Close, Earley",RG6 5UR,1184
"10, Fulmer Close, Earley",RG6 5UR,840
"14, Fulmer Close, Earley",RG6 5UR,958
"3, Fulmer Close, Earley",RG6 5UR,2071
"6, Fulmer Close, Earley",RG6 5UR,785
"9, Fulmer Close, Earley",RG6 5UR,1319
"1 Adams Way, Earley",RG6 5UT,1421
"9, Adams Way, Earley",RG6 5UT,1432
"7, Adams Way, Earley",RG6 5UT,1647
"5, Adams Way, Earley",RG6 5UT,1391
"4, Hutton Close, Earley",RG6 5UU,1572
"3, Hutton Close, Earley",RG6 5UU,904
"2, Hutton Close, Earley",RG6 5UU,980
"12, Hutton Close, Earley",RG6 5UU,1496
"7, Hutton Close, Earley",RG6 5UU,2368
"14, Hutton Close, Earley",RG6 5UU,926
"1 Kerris Way, Earley",RG6 5UW,1658
"47 Kerris Way, Earley",RG6 5UW,2239
"42 Kerris Way, Earley",RG6 5UW,1744
"15 Kerris Way, Earley",RG6 5UW,1851
"6, Kerris Way, Earley",RG6 5UW,1787
"26, Kerris Way, Earley",RG6 5UW,1765
"41, Kerris Way, Earley",RG6 5UW,1625
"32, Kerris Way, Earley",RG6 5UW,1679
"24, Kerris Way, Earley",RG6 5UW,1948
"36, Kerris Way, Earley",RG6 5UW,1109
"12, Kerris Way, Earley",RG6 5UW,980
"35, Kerris Way, Earley",RG6 5UW,1163
"23, Kerris Way, Earley",RG6 5UW,1625
"8, Kerris Way, Earley",RG6 5UW,1345
"14, Kerris Way, Earley",RG6 5UW,1098
"10, Kerris Way, Earley",RG6 5UW,1927
"33, Kerris Way, Earley",RG6 5UW,1873
"25, Kerris Way, Earley",RG6 5UW,1991
"2, Kerris Way, Earley",RG6 5UW,1647
"Copse Lodge, 16 Kerris Way, Earley",RG6 5UW,1141
"40, Kerris Way, Earley",RG6 5UW,1518
"42, Kerris Way, Earley",RG6 5UW,1744
"4, Kerris Way, Earley",RG6 5UW,1418
"42, Kerris Way, Earley",RG6 5UW,1661
"15, Kerris Way, Earley",RG6 5UW,1816
"26, Kerris Way, Earley",RG6 5UW,1677
"20, Kerris Way, Earley",RG6 5UW,1448
"92 Beaconsfield Way, Earley",RG6 5UX,398
"29 Beaconsfield Way, Earley",RG6 5UX,904
"4 Beaconsfield Way, Earley",RG6 5UX,904
"72 Beaconsfield Way, Earley",RG6 5UX,431
"82a Beaconsfield Way, Earley",RG6 5UX,560
"90 Beaconsfield Way, Earley",RG6 5UX,441
"78 Beaconsfield Way, Earley",RG6 5UX,527
"112 Beaconsfield Way, Earley",RG6 5UX,495
"82c Beaconsfield Way, Earley",RG6 5UX,560
"102, Beaconsfield Way, Earley",RG6 5UX,409
"46 Beaconsfield Way, Earley",RG6 5UX,323
"82b Beaconsfield Way, Earley",RG6 5UX,560
"18 BEACONSFIELD WAY, EARLEY",RG6 5UX,829
"100 BEACONSFIELD WAY, EARLEY",RG6 5UX,517
"27, Beaconsfield Way, Earley",RG6 5UX,872
"92, Beaconsfield Way, Earley",RG6 5UX,527
"62, Beaconsfield Way, Earley",RG6 5UX,398
"64, Beaconsfield Way, Earley",RG6 5UX,484
"48, Beaconsfield Way, Earley",RG6 5UX,431
"86, Beaconsfield Way, Earley",RG6 5UX,409
"84, Beaconsfield Way, Earley",RG6 5UX,409
"106, Beaconsfield Way, Earley",RG6 5UX,527
"21, Beaconsfield Way, Earley",RG6 5UX,1055
"37, Beaconsfield Way, Earley",RG6 5UX,947
"17, Beaconsfield Way, Earley",RG6 5UX,1195
"40, Beaconsfield Way, Earley",RG6 5UX,624
"41, Beaconsfield Way, Earley",RG6 5UX,646
"66, Beaconsfield Way, Earley",RG6 5UX,398
"32, Beaconsfield Way, Earley",RG6 5UX,624
"12, Beaconsfield Way, Earley",RG6 5UX,1453
"58, Beaconsfield Way, Earley",RG6 5UX,624
"76, Beaconsfield Way, Earley",RG6 5UX,398
"76, Beaconsfield Way, Earley",RG6 5UX,398
"104, Beaconsfield Way, Earley",RG6 5UX,549
"88, Beaconsfield Way, Earley",RG6 5UX,388
"52, Beaconsfield Way, Earley",RG6 5UX,624
"42, Beaconsfield Way, Earley",RG6 5UX,517
"116, Beaconsfield Way, Earley",RG6 5UX,420
"43, Beaconsfield Way, Earley",RG6 5UX,614
"92, Beaconsfield Way, Earley",RG6 5UX,431
"50, Beaconsfield Way, Earley",RG6 5UX,646
"104, Beaconsfield Way, Earley",RG6 5UX,506
"56, Beaconsfield Way, Earley",RG6 5UX,646
"44, Beaconsfield Way, Earley",RG6 5UX,398
"90, Beaconsfield Way, Earley",RG6 5UX,420
"112, Beaconsfield Way, Earley",RG6 5UX,557
"82b, Beaconsfield Way, Earley",RG6 5UX,567
"110, Beaconsfield Way, Earley",RG6 5UX,532
"78, Beaconsfield Way, Earley",RG6 5UX,493
"29, Beaconsfield Way, Earley",RG6 5UX,894
"54, Beaconsfield Way, Earley",RG6 5UX,625
"46, Beaconsfield Way, Earley",RG6 5UX,459
"82d, Beaconsfield Way, Earley",RG6 5UX,661
"23, Beaconsfield Way, Earley",RG6 5UX,1290
"39, Beaconsfield Way, Earley",RG6 5UX,1088
"35, Beaconsfield Way, Earley",RG6 5UX,1348
"30, Beaconsfield Way, Earley",RG6 5UX,628
"100, Beaconsfield Way, Earley",RG6 5UX,287
"52, Beaconsfield Way, Earley",RG6 5UX,633
"29, Beaconsfield Way, Earley",RG6 5UX,901
"64, Beaconsfield Way, Earley",RG6 5UX,531
"62, Beaconsfield Way, Earley",RG6 5UX,278
"25, Beaconsfield Way, Earley",RG6 5UX,895
"54, Beaconsfield Way, Earley",RG6 5UX,626
"68, Beaconsfield Way, Earley",RG6 5UX,407
"25 Frieth Close, Earley",RG6 5UY,517
"8 Frieth Close, Earley",RG6 5UY,1281
"3 Frieth Close, Earley",RG6 5UY,441
"10 Frieth Close, Earley",RG6 5UY,1421
"7 FRIETH CLOSE, EARLEY",RG6 5UY,829
"14 Frieth Close, Earley",RG6 5UY,484
"4, Frieth Close, Earley",RG6 5UY,517
"19, Frieth Close, Earley",RG6 5UY,409
"12, Frieth Close, Earley",RG6 5UY,474
"6, Frieth Close, Earley",RG6 5UY,1044
"16, Frieth Close, Earley",RG6 5UY,538
"2, Frieth Close, Earley",RG6 5UY,398
"20, Frieth Close, Earley",RG6 5UY,624
"22, Frieth Close, Earley",RG6 5UY,614
"23, Frieth Close, Earley",RG6 5UY,635
"11, Frieth Close, Earley",RG6 5UY,409
"7, Frieth Close, Earley",RG6 5UY,827
"14, Frieth Close, Earley",RG6 5UY,295
"25, Frieth Close, Earley",RG6 5UY,520
"19, Frieth Close, Earley",RG6 5UY,401
"12, Frieth Close, Earley",RG6 5UY,260
"2, Brean Walk, Earley",RG6 5XD,2153
"3, Brean Walk, Earley",RG6 5XD,1615
"2, Brean Walk, Earley",RG6 5XD,1518
"2, Brean Walk, Earley",RG6 5XD,1518
"1, Brean Walk, Earley",RG6 5XD,1389
"40 CLEVEDON DRIVE, EARLEY",RG6 5XE,1399
"22 CLEVEDON DRIVE, EARLEY",RG6 5XE,1356
"20, Clevedon Drive, Earley",RG6 5XE,1367
"30, Clevedon Drive, Earley",RG6 5XE,1152
"28, Clevedon Drive, Earley",RG6 5XE,1475
"18, Clevedon Drive, Earley",RG6 5XE,1518
"32, Clevedon Drive, Earley",RG6 5XE,1259
"42, Clevedon Drive, Earley",RG6 5XE,1270
"4, Clevedon Drive, Earley",RG6 5XE,1289
"32, Clevedon Drive, Earley",RG6 5XE,1257
"36, Clevedon Drive, Earley",RG6 5XE,1537
"33 Clevedon Drive, Earley",RG6 5XF,1302
"25, Clevedon Drive, Earley",RG6 5XF,1249
"17, Clevedon Drive, Earley",RG6 5XF,1130
"29, Clevedon Drive, Earley",RG6 5XF,1722
"3, Clevedon Drive, Earley",RG6 5XF,1281
"9, Clevedon Drive, Earley",RG6 5XF,1238
"33, Clevedon Drive, Earley",RG6 5XF,1345
"37, Clevedon Drive, Earley",RG6 5XF,1281
"24 SOMERTON GARDENS, EARLEY",RG6 5XG,1238
"1, Somerton Gardens, Earley",RG6 5XG,1163
"12, Somerton Gardens, Earley",RG6 5XG,1184
"29, Somerton Gardens, Earley",RG6 5XG,2153
"33, Somerton Gardens, Earley",RG6 5XG,1496
"4, Somerton Gardens, Earley",RG6 5XG,1410
"20, Somerton Gardens, Earley",RG6 5XG,1378
"30, Somerton Gardens, Earley",RG6 5XG,1238
"3, Somerton Gardens, Earley",RG6 5XG,1238
"2, Somerton Gardens, Earley",RG6 5XG,1152
"31, Somerton Gardens, Earley",RG6 5XG,1163
"21, Somerton Gardens, Earley",RG6 5XG,1141
"26, Somerton Gardens, Earley",RG6 5XG,1206
"2, Somerton Gardens, Earley",RG6 5XG,1216
"6, Somerton Gardens, Earley",RG6 5XG,1410
"12, Somerton Gardens, Earley",RG6 5XG,1206
"10, Chive Road, Earley",RG6 5XP,1066
"12, Chive Road, Earley",RG6 5XP,1130
"19, Chive Road, Earley",RG6 5XP,1335
"8, Chive Road, Earley",RG6 5XP,1302
"6, Chive Road, Earley",RG6 5XP,1324
"17, Chive Road, Earley",RG6 5XP,1227
"17, Chive Road, Earley",RG6 5XP,1163
"17, Chive Road, Earley",RG6 5XP,1186
"15 Caraway Road, Earley",RG6 5XR,1485
"6, Caraway Road, Earley",RG6 5XR,969
"2, Caraway Road, Earley",RG6 5XR,807
"14, Caraway Road, Earley",RG6 5XR,1206
"1, Caraway Road, Earley",RG6 5XR,797
"21, Caraway Road, Earley",RG6 5XR,980
"2, Caraway Road, Earley",RG6 5XR,850
"24, Caraway Road, Earley",RG6 5XR,1324
"18, Caraway Road, Earley",RG6 5XR,1339
"4, Caraway Road, Earley",RG6 5XR,769
"21, Caraway Road, Earley",RG6 5XR,937
"23, Caraway Road, Earley",RG6 5XR,1058
"5, Fennel Close, Earley",RG6 5XS,2131
"4, Fennel Close, Earley",RG6 5XS,1067
"9, Sage Close, Earley",RG6 5XT,1109
"5, Sage Close, Earley",RG6 5XT,915
"4, Sage Close, Earley",RG6 5XT,980
"3, Sage Close, Earley",RG6 5XT,976
"3, Sage Close, Earley",RG6 5XT,976
"1, Sage Close, Earley",RG6 5XT,1086
"12 Thyme Close, Earley",RG6 5XU,829
"12, Thyme Close, Earley",RG6 5XU,807
"10, Thyme Close, Earley",RG6 5XU,872
"8, Thyme Close, Earley",RG6 5XU,775
"7, Thyme Close, Earley",RG6 5XU,804
"2, Thyme Close, Earley",RG6 5XU,795
"4 Coriander Way, Earley",RG6 5YG,958
"5 Coriander Way, Earley",RG6 5YG,1345
"14 CORIANDER WAY, EARLEY",RG6 5YG,1281
"7, Coriander Way, Earley",RG6 5YG,980
"1, Coriander Way, Earley",RG6 5YG,1141
"11, Coriander Way, Earley",RG6 5YG,980
"4, Coriander Way, Earley",RG6 5YG,980
"2, Coriander Way, Earley",RG6 5YG,1141
"6, Coriander Way, Earley",RG6 5YG,1055
"10, Coriander Way, Earley",RG6 5YG,1001
"5, Coriander Way, Earley",RG6 5YG,1329
"10, Coriander Way, Earley",RG6 5YG,967
"15, Coriander Way, Earley",RG6 5YG,1139
"8, Coriander Way, Earley",RG6 5YG,976
"11 CASSIA DRIVE, EARLEY",RG6 5YH,1044
"8, Cassia Drive, Earley",RG6 5YH,947
"6, Cassia Drive, Earley",RG6 5YH,947
"9, Cassia Drive, Earley",RG6 5YH,969
"6, Northbourne Close, Earley",RG6 5YJ,1012
"16, Northbourne Close, Earley",RG6 5YJ,1238
"4, Northbourne Close, Earley",RG6 5YJ,1076
"3, Northbourne Close, Earley",RG6 5YJ,1141
"18, Northbourne Close, Earley",RG6 5YJ,1582
"11, Northbourne Close, Earley",RG6 5YJ,1066
"11, Northbourne Close, Earley",RG6 5YJ,1012
"8 Stockbury Close, Earley",RG6 5YL,1281
"19 STOCKBURY CLOSE, EARLEY",RG6 5YL,1356
"26, Stockbury Close, Earley",RG6 5YL,1270
"6, Stockbury Close, Earley",RG6 5YL,1690
"16, Stockbury Close, Earley",RG6 5YL,1324
"23, Stockbury Close, Earley",RG6 5YL,1755
"4, Stockbury Close, Earley",RG6 5YL,1324
"7, Stockbury Close, Earley",RG6 5YL,1873
"28, Stockbury Close, Earley",RG6 5YL,883
"15, Stockbury Close, Earley",RG6 5YL,1029
"8, Stockbury Close, Earley",RG6 5YL,1485
"12, Stockbury Close, Earley",RG6 5YL,1179
"22, Stockbury Close, Earley",RG6 5YL,1333
"10, Stockbury Close, Earley",RG6 5YL,1580
"6, Stockbury Close, Earley",RG6 5YL,1896
"19, Stockbury Close, Earley",RG6 5YL,1350
"9 DENNOSE CLOSE, EARLEY",RG6 5YP,1378
"6, Dennose Close, Earley",RG6 5YP,1451
"27 Rosemary Avenue, Earley",RG6 5YQ,969
"37, Rosemary Avenue, Earley",RG6 5YQ,1345
"18, Rosemary Avenue, Earley",RG6 5YQ,947
"32, Rosemary Avenue, Earley",RG6 5YQ,1076
"2, Rosemary Avenue, Earley",RG6 5YQ,1076
"23, Rosemary Avenue, Earley",RG6 5YQ,1119
"1, Rosemary Avenue, Earley",RG6 5YQ,1873
"26, Rosemary Avenue, Earley",RG6 5YQ,1033
"30, Rosemary Avenue, Earley",RG6 5YQ,990
"1, Rosemary Avenue, Earley",RG6 5YQ,1873
"21, Rosemary Avenue, Earley",RG6 5YQ,807
"39, Rosemary Avenue, Earley",RG6 5YQ,1292
"20, Rosemary Avenue, Earley",RG6 5YQ,1302
"11, Rosemary Avenue, Earley",RG6 5YQ,971
"8, Rosemary Avenue, Earley",RG6 5YQ,959
"22, Rosemary Avenue, Earley",RG6 5YQ,985
"8 Durand Road, Earley",RG6 5YR,893
"2 Durand Road, Earley",RG6 5YR,872
"16, Durand Road, Earley",RG6 5YR,883
"22, Durand Road, Earley",RG6 5YR,646
"24, Durand Road, Earley",RG6 5YR,969
"36, Durand Road, Earley",RG6 5YR,1076
"36, Durand Road, Earley",RG6 5YR,1302
"32, Durand Road, Earley",RG6 5YR,646
"32, Durand Road, Earley",RG6 5YR,646
"34, Durand Road, Earley",RG6 5YR,1130
"38, Durand Road, Earley",RG6 5YR,893
"14, Durand Road, Earley",RG6 5YR,883
"26, Durand Road, Earley",RG6 5YR,872
"10, Durand Road, Earley",RG6 5YR,977
"6, Durand Road, Earley",RG6 5YR,597
"78 Durand Road, Earley",RG6 5YS,2400
"The Studio, 68 Durand Road, Earley",RG6 5YS,258
"48, Durand Road, Earley",RG6 5YS,980
"54, Durand Road, Earley",RG6 5YS,1615
"60, Durand Road, Earley",RG6 5YS,1787
"56, Durand Road, Earley",RG6 5YS,1324
"80, Durand Road, Earley",RG6 5YS,1534
"46, Durand Road, Earley",RG6 5YS,966
"9 Durand Road, Earley",RG6 5YT,904
"1 Durand Road, Earley",RG6 5YT,603
"25, Durand Road, Earley",RG6 5YT,969
"19, Durand Road, Earley",RG6 5YT,409
"21, Durand Road, Earley",RG6 5YT,969
"7, Durand Road, Earley",RG6 5YT,645
"1, Durand Road, Earley",RG6 5YT,598
"53 Durand Road, Earley",RG6 5YU,1539
"71 Durand Road, Earley",RG6 5YU,1475
"83 DURAND ROAD, EARLEY",RG6 5YU,1432
"37, Durand Road, Earley",RG6 5YU,1324
"47, Durand Road, Earley",RG6 5YU,1130
"75, Durand Road, Earley",RG6 5YU,1711
"67, Durand Road, Earley",RG6 5YU,1625
"53, Durand Road, Earley",RG6 5YU,1528
"8 ROBINSON COURT, EARLEY",RG6 5YX,893
"5 ROBINSON COURT, EARLEY",RG6 5YX,883
"14, Robinson Court, Earley",RG6 5YX,570
"11, Robinson Court, Earley",RG6 5YX,603
"10, Robinson Court, Earley",RG6 5YX,635
"9, Robinson Court, Earley",RG6 5YX,603
"4, Robinson Court, Earley",RG6 5YX,883
"15, Robinson Court, Earley",RG6 5YX,624
"7, Robinson Court, Earley",RG6 5YX,998
"1 McNair Close, Earley",RG6 5YY,936
"9 McNair Close, Earley",RG6 5YY,861
"4, McNair Close, Earley",RG6 5YY,570
"5, McNair Close, Earley",RG6 5YY,667
"8, McNair Close, Earley",RG6 5YY,872
"2, McNair Close, Earley",RG6 5YY,861
"1, McNair Close, Earley",RG6 5YY,1136
"9, McNair Close, Earley",RG6 5YY,864
"3 PORCHFIELD CLOSE, EARLEY",RG6 5YZ,1808
"3, Porchfield Close, Earley",RG6 5YZ,1625
"Wessex Hall, Caterers Flat, Whiteknights",RG6 6BG,570
"Wessex Hall, Studio Flat, First Floor",RG6 6BG,570
"Wardens Flat, Bridges Hall, Whiteknights Road",RG6 6BG,829
"Wessex Hall , old ManagerGÇÖs Flat , Whiteknights Road",RG6 6BQ,484
"Wessex Hall Staff Flat, University of Reading, Whiteknights Road, Earley",RG6 6BQ,1109
"Wessex Hall, Gate Lodge, Whiteknights Road, Earley",RG6 6BQ,947
"Wessex Hall Lodge 2, University of Reading, Whiteknights Road",RG6 6BQ,659
"Wessex Hall Lodge 1, University of Reading, Whiteknights Road",RG6 6BQ,1040
"Flat 4 Saffron Court, Saffron Close, Earley",RG6 7AB,657
"Flat 2 Saffron Court, Saffron Close, Earley",RG6 7AB,710
"Flat 3 Saffron Court, Saffron Close, Earley",RG6 7AB,609
41 Regis Park Road,RG6 7AD,1206
49 Regis Park Road,RG6 7AD,1356
26 Regis Park Road,RG6 7AD,1216
4 Regis Park Road,RG6 7AD,1335
16 Regis Park Road,RG6 7AD,1582
6 Regis Park Road,RG6 7AD,614
28 REGIS PARK ROAD,RG6 7AD,1259
51 REGIS PARK ROAD,RG6 7AD,1206
1 REGIS PARK ROAD,RG6 7AD,1163
"45 REGIS PARK ROAD, READING",RG6 7AD,603
"10 REGIS PARK ROAD, READING",RG6 7AD,624
"37 REGIS PARK ROAD, READING",RG6 7AD,1195
"29 REGIS PARK ROAD, READING",RG6 7AD,1216
"20 REGIS PARK ROAD, READING",RG6 7AD,1496
"50 REGIS PARK ROAD, READING",RG6 7AD,1216
24 REGIS PARK ROAD,RG6 7AD,603
"35 REGIS PARK ROAD, READING",RG6 7AD,1216
"25 REGIS PARK ROAD, READING",RG6 7AD,614
"42 REGIS PARK ROAD, READING",RG6 7AD,603
"30, Regis Park Road",RG6 7AD,1184
"40, Regis Park Road",RG6 7AD,1335
"26, Regis Park Road",RG6 7AD,1184
"2, Regis Park Road",RG6 7AD,1173
"34, Regis Park Road",RG6 7AD,1206
"38, Regis Park Road",RG6 7AD,1119
"39, Regis Park Road",RG6 7AD,1227
"18, Regis Park Road",RG6 7AD,1421
"7, Regis Park Road",RG6 7AD,603
"9, Regis Park Road",RG6 7AD,657
"5, Regis Park Road",RG6 7AD,614
44 Regis Park Road,RG6 7AD,1206
"32, Regis Park Road",RG6 7AD,1130
"1, Regis Park Road",RG6 7AD,1187
49 Regis Park Road,RG6 7AD,1188
46 Regis Park Road,RG6 7AD,1188
44 Regis Park Road,RG6 7AD,1209
43 Regis Park Road,RG6 7AD,1209
45 Regis Park Road,RG6 7AD,608
42 Regis Park Road,RG6 7AD,608
41 Regis Park Road,RG6 7AD,1188
48 Regis Park Road,RG6 7AD,1188
29 Regis Park Road,RG6 7AD,1188
"30, Regis Park Road",RG6 7AD,1188
28 Regis Park Road,RG6 7AD,1188
"40, Regis Park Road",RG6 7AD,1188
"39, Regis Park Road",RG6 7AD,1188
"17, Regis Park Road",RG6 7AD,1463
"19, Regis Park Road",RG6 7AD,1450
"16, Regis Park Road",RG6 7AD,1450
"11, Regis Park Road",RG6 7AD,608
"18, Regis Park Road",RG6 7AD,1450
"34, Regis Park Road",RG6 7AD,1209
50 Regis Park Road,RG6 7AD,1209
24 Regis Park Road,RG6 7AD,608
27 Regis Park Road,RG6 7AD,1209
21 Regis Park Road,RG6 7AD,1209
51 Regis Park Road,RG6 7AD,1235
"38, Regis Park Road",RG6 7AD,1188
"20, Regis Park Road",RG6 7AD,1450
33 Regis Park Road,RG6 7AD,1188
"32, Regis Park Road",RG6 7AD,1188
35 Regis Park Road,RG6 7AD,1235
"31, Regis Park Road",RG6 7AD,1188
37 Regis Park Road,RG6 7AD,1209
"26, Regis Park Road",RG6 7AD,1209
22 Regis Park Road,RG6 7AD,608
23 Regis Park Road,RG6 7AD,608
47 Regis Park Road,RG6 7AD,1188
25 Regis Park Road,RG6 7AD,608
36 Regis Park Road,RG6 7AD,1235
"2, Regis Park Road",RG6 7AD,1188
"3, Regis Park Road",RG6 7AD,1188
"4, Regis Park Road",RG6 7AD,1188
"1, Regis Park Road",RG6 7AD,1188
"8, Regis Park Road",RG6 7AD,614
"6, Regis Park Road",RG6 7AD,614
"7, Regis Park Road",RG6 7AD,653
"9, Regis Park Road",RG6 7AD,653
"10, Regis Park Road",RG6 7AD,68
"Flat 9, Kennet House, Regis Park Road",RG6 7AE,560
"FLAT 5, KENNET HOUSE, REGIS PARK ROAD",RG6 7AE,549
"FLAT 2, KENNET HOUSE, REGIS PARK ROAD",RG6 7AE,560
"Flat 14 Kennet House, Regis Park Road",RG6 7AE,527
"Flat 3 Kennet House, Regis Park Road",RG6 7AE,667
"Flat 8 Kennet House, Regis Park Road",RG6 7AE,678
"Flat 11 Kennet House, Regis Park Road",RG6 7AE,667
"Flat 7 Kennet House, Regis Park Road",RG6 7AE,667
"Flat 4 Kennet House, Regis Park Road",RG6 7AE,678
"Flat 10 Kennet House, Regis Park Road",RG6 7AE,570
"Flat 12 Kennet House, Regis Park Road",RG6 7AE,678
"Flat 1 Kennet House, Regis Park Road",RG6 7AE,549
"Flat 9 Kennet House, Regis Park Road",RG6 7AE,646
"Flat 12 Kennet House, Regis Park Road",RG6 7AE,661
"Flat 4 Kennet House, Regis Park Road",RG6 7AE,659
"Flat 7 Kennet House, Regis Park Road",RG6 7AE,661
"Flat 10 Kennet House, Regis Park Road",RG6 7AE,563
"Flat 8 Kennet House, Regis Park Road",RG6 7AE,659
"Flat 3 Kennet House, Regis Park Road",RG6 7AE,661
"Flat 6 Kennet House, Regis Park Road",RG6 7AE,563
"Flat 11 Kennet House, Regis Park Road",RG6 7AE,661
"Flat 9 Kennet House, Regis Park Road",RG6 7AE,559
"Flat 5 Kennet House, Regis Park Road",RG6 7AE,559
"Flat 14 Kennet House, Regis Park Road",RG6 7AE,563
"Flat 2 Kennet House, Regis Park Road",RG6 7AE,563
"Flat 1 Kennet House, Regis Park Road",RG6 7AE,580
"FLAT 10, THAMES HOUSE, REGIS PARK ROAD",RG6 7AF,667
"FLAT 3, THAMES HOUSE",RG6 7AF,635
