Address,Postcode,Floor Area,House Number,Street Name
"6 Skelmerdale Way, Earley",RG6 7YB,1227,6,Skelmerdale Way
"18 Skelmerdale Way, Earley",RG6 7YB,1066,18,Skelmerdale Way
"16 Skelmerdale Way, Earley",RG6 7YB,872,16,Skelmerdale Way
"77 SKELMERDALE WAY, EARLEY",RG6 7YB,947,77,SKELMERDALE WAY
"40A SKELMERDALE WAY, EARLEY",RG6 7YB,1421,40,A SKELMERDALE WAY
"40 SKELMERDALE WAY, EARLEY",RG6 7YB,1421,40,SKELMERDALE WAY
"62 SKELMERDALE WAY, EARLEY",RG6 7YB,1173,62,SKELMERDALE WAY
"25 SKELMERDALE WAY, EARLEY",RG6 7YB,1389,25,SKELMERDALE WAY
"79, Skelmerdale Way, Earley",RG6 7YB,1001,79,Skelmerdale Way
"11, Skelmerdale Way, Earley",RG6 7YB,840,11,Skelmerdale Way
"24, Skelmerdale Way, Earley",RG6 7YB,872,24,Skelmerdale Way
"21, Skelmerdale Way, Earley",RG6 7YB,1141,21,Skelmerdale Way
"38, Skelmerdale Way, Earley",RG6 7YB,926,38,Skelmerdale Way
"51, Skelmerdale Way, Earley",RG6 7YB,1238,51,Skelmerdale Way
"84, Skelmerdale Way, Earley",RG6 7YB,1249,84,Skelmerdale Way
"8, Skelmerdale Way, Earley",RG6 7YB,797,8,Skelmerdale Way
"3, Skelmerdale Way, Earley",RG6 7YB,1141,3,Skelmerdale Way
"3, Skelmerdale Way, Earley",RG6 7YB,1141,3,Skelmerdale Way
"17, Skelmerdale Way, Earley",RG6 7YB,861,17,Skelmerdale Way
"4, Skelmerdale Way, Earley",RG6 7YB,1163,4,Skelmerdale Way
"46, Skelmerdale Way, Earley",RG6 7YB,1227,46,Skelmerdale Way
"88, Skelmerdale Way, Earley",RG6 7YB,807,88,Skelmerdale Way
"10, Skelmerdale Way, Earley",RG6 7YB,829,10,Skelmerdale Way
"10, Skelmerdale Way, Earley",RG6 7YB,829,10,Skelmerdale Way
"28, Skelmerdale Way, Earley",RG6 7YB,1593,28,Skelmerdale Way
"53, Skelmerdale Way, Earley",RG6 7YB,818,53,Skelmerdale Way
"47, Skelmerdale Way, Earley",RG6 7YB,1173,47,Skelmerdale Way
"27, Skelmerdale Way, Earley",RG6 7YB,1023,27,Skelmerdale Way
"65, Skelmerdale Way, Earley",RG6 7YB,1044,65,Skelmerdale Way
"67, Skelmerdale Way, Earley",RG6 7YB,807,67,Skelmerdale Way
"30, Skelmerdale Way, Earley",RG6 7YB,1238,30,Skelmerdale Way
"57, Skelmerdale Way, Earley",RG6 7YB,904,57,Skelmerdale Way
"5, Skelmerdale Way, Earley",RG6 7YB,840,5,Skelmerdale Way
"50, Skelmerdale Way, Earley",RG6 7YB,1044,50,Skelmerdale Way
"59, Skelmerdale Way, Earley",RG6 7YB,1292,59,Skelmerdale Way
"33, Skelmerdale Way, Earley",RG6 7YB,1109,33,Skelmerdale Way
"26, Skelmerdale Way, Earley",RG6 7YB,1044,26,Skelmerdale Way
"40, Skelmerdale Way, Earley",RG6 7YB,1192,40,Skelmerdale Way
"82, Skelmerdale Way, Earley",RG6 7YB,1197,82,Skelmerdale Way
"6, Skelmerdale Way, Earley",RG6 7YB,1268,6,Skelmerdale Way
"18 WHEELTON CLOSE, EARLEY",RG6 7YD,1259,18,WHEELTON CLOSE
"20, Wheelton Close, Earley",RG6 7YD,893,20,Wheelton Close
"15, Wheelton Close, Earley",RG6 7YD,1238,15,Wheelton Close
"14, Wheelton Close, Earley",RG6 7YD,1152,14,Wheelton Close
"19, Wheelton Close, Earley",RG6 7YD,1173,19,Wheelton Close
"7, Wheelton Close, Earley",RG6 7YD,1249,7,Wheelton Close
"11, Wheelton Close, Earley",RG6 7YD,818,11,Wheelton Close
"10, Wheelton Close, Earley",RG6 7YD,980,10,Wheelton Close
"3, Wheelton Close, Earley",RG6 7YD,818,3,Wheelton Close
"9, Wheelton Close, Earley",RG6 7YD,1130,9,Wheelton Close
"17, Wheelton Close, Earley",RG6 7YD,883,17,Wheelton Close
"1, Wheelton Close, Earley",RG6 7YD,1151,1,Wheelton Close
"8, Wheelton Close, Earley",RG6 7YD,1016,8,Wheelton Close
"9 BLACKLEY CLOSE, EARLEY",RG6 7YE,1227,9,BLACKLEY CLOSE
"3, Blackley Close, Earley",RG6 7YE,1324,3,Blackley Close
"10, Blackley Close, Earley",RG6 7YE,1119,10,Blackley Close
"7, Blackley Close, Earley",RG6 7YE,775,7,Blackley Close
"17, Blackley Close, Earley",RG6 7YE,1141,17,Blackley Close
"14, Blackley Close, Earley",RG6 7YE,1216,14,Blackley Close
"6, Blackley Close, Earley",RG6 7YE,1108,6,Blackley Close
"10 FRESHFIELD CLOSE, EARLEY",RG6 7YF,1442,10,FRESHFIELD CLOSE
"4, Freshfield Close, Lower Earley",RG6 7YF,1432,4,Freshfield Close
"11, Freshfield Close, Lower Earley",RG6 7YF,1582,11,Freshfield Close
"9, Freshfield Close, Lower Earley",RG6 7YF,1270,9,Freshfield Close
"4, Freshfield Close, Lower Earley",RG6 7YF,1313,4,Freshfield Close
"3, Freshfield Close, Lower Earley",RG6 7YF,1109,3,Freshfield Close
"4, Freshfield Close, Lower Earley",RG6 7YF,1345,4,Freshfield Close
"10, Freshfield Close, Lower Earley",RG6 7YF,1173,10,Freshfield Close
"3, Freshfield Close, Lower Earley",RG6 7YF,1119,3,Freshfield Close
"9, Freshfield Close, Lower Earley",RG6 7YF,1092,9,Freshfield Close
27 Emmbrook Court,RG6 5TZ,527,27,Emmbrook Court
32 Emmbrook Court,RG6 5TZ,689,32,Emmbrook Court
37 Emmbrook Court,RG6 5TZ,689,37,Emmbrook Court
38 Emmbrook Court,RG6 5TZ,678,38,Emmbrook Court
14 Emmbrook Court,RG6 5TZ,678,14,Emmbrook Court
43 Emmbrook Court,RG6 5TZ,635,43,Emmbrook Court
34 Emmbrook Court,RG6 5TZ,538,34,Emmbrook Court
"33 EMMBROOK COURT, READING",RG6 5TZ,689,33,EMMBROOK COURT
"44 EMMBROOK COURT, READING",RG6 5TZ,689,44,EMMBROOK COURT
"36, Emmbrook Court",RG6 5TZ,678,36,Emmbrook Court
"9, Emmbrook Court",RG6 5TZ,710,9,Emmbrook Court
"40, Emmbrook Court",RG6 5TZ,549,40,Emmbrook Court
"16, Emmbrook Court",RG6 5TZ,592,16,Emmbrook Court
"5, Emmbrook Court",RG6 5TZ,549,5,Emmbrook Court
"39, Emmbrook Court",RG6 5TZ,678,39,Emmbrook Court
"10, Emmbrook Court",RG6 5TZ,710,10,Emmbrook Court
"15, Emmbrook Court",RG6 5TZ,592,15,Emmbrook Court
"3, Emmbrook Court",RG6 5TZ,689,3,Emmbrook Court
"24, Emmbrook Court",RG6 5TZ,635,24,Emmbrook Court
"46, Emmbrook Court",RG6 5TZ,592,46,Emmbrook Court
"8, Emmbrook Court",RG6 5TZ,570,8,Emmbrook Court
"19, Emmbrook Court",RG6 5TZ,592,19,Emmbrook Court
"18, Emmbrook Court",RG6 5TZ,538,18,Emmbrook Court
"31, Emmbrook Court",RG6 5TZ,678,31,Emmbrook Court
"6, Emmbrook Court",RG6 5TZ,678,6,Emmbrook Court
"37, Emmbrook Court",RG6 5TZ,678,37,Emmbrook Court
"17, Emmbrook Court",RG6 5TZ,689,17,Emmbrook Court
"41, Emmbrook Court",RG6 5TZ,689,41,Emmbrook Court
"22, Emmbrook Court",RG6 5TZ,689,22,Emmbrook Court
"4, Emmbrook Court",RG6 5TZ,700,4,Emmbrook Court
"45, Emmbrook Court",RG6 5TZ,678,45,Emmbrook Court
"29, Emmbrook Court",RG6 5TZ,657,29,Emmbrook Court
"1, Emmbrook Court",RG6 5TZ,764,1,Emmbrook Court
"12, Emmbrook Court",RG6 5TZ,678,12,Emmbrook Court
"21, Emmbrook Court",RG6 5TZ,517,21,Emmbrook Court
"35, Emmbrook Court",RG6 5TZ,764,35,Emmbrook Court
"32, Emmbrook Court",RG6 5TZ,678,32,Emmbrook Court
"7, Emmbrook Court",RG6 5TZ,689,7,Emmbrook Court
"30, Emmbrook Court",RG6 5TZ,644,30,Emmbrook Court
"38, Emmbrook Court",RG6 5TZ,639,38,Emmbrook Court
"44, Emmbrook Court",RG6 5TZ,683,44,Emmbrook Court
"11, Emmbrook Court",RG6 5TZ,624,11,Emmbrook Court
"8, Emmbrook Court",RG6 5TZ,535,8,Emmbrook Court
"46, Emmbrook Court",RG6 5TZ,683,46,Emmbrook Court
"34, Emmbrook Court",RG6 5TZ,515,34,Emmbrook Court
"39, Emmbrook Court",RG6 5TZ,673,39,Emmbrook Court
"47, Emmbrook Court",RG6 5TZ,670,47,Emmbrook Court
"27, Emmbrook Court",RG6 5TZ,544,27,Emmbrook Court
"2, Emmbrook Court",RG6 5TZ,676,2,Emmbrook Court
"23, Emmbrook Court",RG6 5TZ,686,23,Emmbrook Court
"36, Emmbrook Court",RG6 5TZ,680,36,Emmbrook Court
12 Woolacombe Drive,RG6 5UA,1195,12,Woolacombe Drive
9 WOOLACOMBE DRIVE,RG6 5UA,1636,9,WOOLACOMBE DRIVE
"5 WOOLACOMBE DRIVE, READING",RG6 5UA,1335,5,WOOLACOMBE DRIVE
"1 WOOLACOMBE DRIVE, READING",RG6 5UA,1615,1,WOOLACOMBE DRIVE
"18, Woolacombe Drive",RG6 5UA,1001,18,Woolacombe Drive
"20, Woolacombe Drive",RG6 5UA,1130,20,Woolacombe Drive
"7, Woolacombe Drive",RG6 5UA,1647,7,Woolacombe Drive
"2, Woolacombe Drive",RG6 5UA,1163,2,Woolacombe Drive
"8, Woolacombe Drive",RG6 5UA,1195,8,Woolacombe Drive
"16, Woolacombe Drive",RG6 5UA,969,16,Woolacombe Drive
"6, Woolacombe Drive",RG6 5UA,1055,6,Woolacombe Drive
"20, Woolacombe Drive",RG6 5UA,1173,20,Woolacombe Drive
9 Woolacombe Drive,RG6 5UA,1473,9,Woolacombe Drive
"52 Sibley Park Road, Earley",RG6 5UB,506,52,Sibley Park Road
"47 Sibley Park Road, Earley",RG6 5UB,527,47,Sibley Park Road
"5 Sibley Park Road, Earley",RG6 5UB,2034,5,Sibley Park Road
"38 SIBLEY PARK ROAD, EARLEY",RG6 5UB,517,38,SIBLEY PARK ROAD
"45 SIBLEY PARK ROAD, EARLEY",RG6 5UB,506,45,SIBLEY PARK ROAD
"36 SIBLEY PARK ROAD, EARLEY",RG6 5UB,474,36,SIBLEY PARK ROAD
"43, Sibley Park Road, Earley",RG6 5UB,538,43,Sibley Park Road
"15, Sibley Park Road, Earley",RG6 5UB,1421,15,Sibley Park Road
"30, Sibley Park Road, Earley",RG6 5UB,1561,30,Sibley Park Road
"35, Sibley Park Road, Earley",RG6 5UB,527,35,Sibley Park Road
"34, Sibley Park Road, Earley",RG6 5UB,1033,34,Sibley Park Road
"17, Sibley Park Road, Earley",RG6 5UB,1399,17,Sibley Park Road
"41, Sibley Park Road, Earley",RG6 5UB,549,41,Sibley Park Road
"59, Sibley Park Road, Earley",RG6 5UB,893,59,Sibley Park Road
"26, Sibley Park Road, Earley",RG6 5UB,1173,26,Sibley Park Road
"53, Sibley Park Road, Earley",RG6 5UB,495,53,Sibley Park Road
"10, Sibley Park Road, Earley",RG6 5UB,2228,10,Sibley Park Road
"5, Sibley Park Road, Earley",RG6 5UB,1701,5,Sibley Park Road
"20, Sibley Park Road, Earley",RG6 5UB,904,20,Sibley Park Road
"19, Sibley Park Road, Earley",RG6 5UB,980,19,Sibley Park Road
"27, Sibley Park Road, Earley",RG6 5UB,1206,27,Sibley Park Road
"44, Sibley Park Road, Earley",RG6 5UB,527,44,Sibley Park Road
"21, Sibley Park Road, Earley",RG6 5UB,904,21,Sibley Park Road
"24, Sibley Park Road, Earley",RG6 5UB,1173,24,Sibley Park Road
"30, Sibley Park Road, Earley",RG6 5UB,1615,30,Sibley Park Road
"18, Sibley Park Road, Earley",RG6 5UB,872,18,Sibley Park Road
"37, Sibley Park Road, Earley",RG6 5UB,506,37,Sibley Park Road
"50, Sibley Park Road, Earley",RG6 5UB,614,50,Sibley Park Road
"41, Sibley Park Road, Earley",RG6 5UB,495,41,Sibley Park Road
"23, Sibley Park Road, Earley",RG6 5UB,1701,23,Sibley Park Road
"16, Sibley Park Road, Earley",RG6 5UB,1561,16,Sibley Park Road
"57, Sibley Park Road, Earley",RG6 5UB,635,57,Sibley Park Road
"46, Sibley Park Road, Earley",RG6 5UB,527,46,Sibley Park Road
"42, Sibley Park Road, Earley",RG6 5UB,506,42,Sibley Park Road
"12, Sibley Park Road, Earley",RG6 5UB,1442,12,Sibley Park Road
"47, Sibley Park Road, Earley",RG6 5UB,527,47,Sibley Park Road
"27, Sibley Park Road, Earley",RG6 5UB,1138,27,Sibley Park Road
"31, Sibley Park Road, Earley",RG6 5UB,896,31,Sibley Park Road
"45, Sibley Park Road, Earley",RG6 5UB,499,45,Sibley Park Road
"11, Sibley Park Road, Earley",RG6 5UB,1698,11,Sibley Park Road
"54, Sibley Park Road, Earley",RG6 5UB,575,54,Sibley Park Road
"16, Laniver Close, Earley",RG6 5UD,1981,16,Laniver Close
"11, Laniver Close, Earley",RG6 5UD,1701,11,Laniver Close
"4, Laniver Close, Earley",RG6 5UD,1733,4,Laniver Close
"3, Laniver Close, Earley",RG6 5UD,2293,3,Laniver Close
"18, Laniver Close, Earley",RG6 5UD,1722,18,Laniver Close
"2, Laniver Close, Earley",RG6 5UD,1485,2,Laniver Close
"5, Laniver Close, Earley",RG6 5UD,1345,5,Laniver Close
"3, Laniver Close, Earley",RG6 5UD,1722,3,Laniver Close
"6, Laniver Close, Earley",RG6 5UD,1611,6,Laniver Close
"5, Laniver Close, Earley",RG6 5UD,1457,5,Laniver Close
"1 Elm Lane, Lower Earley",RG6 5UE,1873,1,Elm Lane
"7 Elm Lane, Lower Earley",RG6 5UE,1733,7,Elm Lane
"39 Elm Lane, Lower Earley",RG6 5UE,549,39,Elm Lane
"43, Elm Lane, Lower Earley",RG6 5UE,570,43,Elm Lane
"21 Elm Lane, Lower Earley",RG6 5UE,1765,21,Elm Lane
"45 ELM LANE, LOWER EARLEY",RG6 5UE,560,45,ELM LANE
"29 ELM LANE, EARLEY",RG6 5UE,1905,29,ELM LANE
"3, Elm Lane, Lower Earley",RG6 5UE,3057,3,Elm Lane
"25, Elm Lane, Lower Earley",RG6 5UE,1399,25,Elm Lane
"39, Elm Lane, Lower Earley",RG6 5UE,560,39,Elm Lane
"11, Elm Lane, Lower Earley",RG6 5UE,2379,11,Elm Lane
"23, Elm Lane, Lower Earley",RG6 5UE,1679,23,Elm Lane
"41, Elm Lane, Lower Earley",RG6 5UE,689,41,Elm Lane
"19, Elm Lane, Lower Earley",RG6 5UE,1851,19,Elm Lane
"9, Elm Lane, Lower Earley",RG6 5UE,3014,9,Elm Lane
"3, Elm Lane, Lower Earley",RG6 5UE,913,3,Elm Lane
"23, Elm Lane, Lower Earley",RG6 5UE,1402,23,Elm Lane
"33, Elm Lane, Lower Earley",RG6 5UE,1821,33,Elm Lane
"8, Elm Lane, Lower Earley",RG6 5UF,2196,8,Elm Lane
"The Chestnuts, Elm Lane, Lower Earley",RG6 5UG,1701,,The Chestnuts
"Red Apples, Elm Lane, Lower Earley",RG6 5UG,936,,Red Apples
"The Elms, Elm Lane, Lower Earley",RG6 5UG,1744,,The Elms
"The Cottage, Elm Lane, Lower Earley",RG6 5UG,1905,,The Cottage
"Hawthorn House, Elm Lane, Lower Earley",RG6 5UG,2284,,Hawthorn House
"Rivendell, Elm Lane, Lower Earley",RG6 5UG,1158,,Rivendell
"1, Brerewood, Earley",RG6 5UH,2174,1,Brerewood
"203 Beech Lane, Lower Earley",RG6 5UP,1292,203,Beech Lane
"235 Beech Lane, Lower Earley",RG6 5UP,366,235,Beech Lane
"245 Beech Lane, Lower Earley",RG6 5UP,312,245,Beech Lane
"195 Beech Lane, Lower Earley",RG6 5UP,1894,195,Beech Lane
"249 Beech Lane, Lower Earley",RG6 5UP,334,249,Beech Lane
"241 BEECH LANE, EARLEY",RG6 5UP,334,241,BEECH LANE
"215, Beech Lane, Lower Earley",RG6 5UP,904,215,Beech Lane
"239, Beech Lane, Lower Earley",RG6 5UP,323,239,Beech Lane
"237, Beech Lane, Lower Earley",RG6 5UP,323,237,Beech Lane
"247, Beech Lane, Lower Earley",RG6 5UP,323,247,Beech Lane
"183, Beech Lane, Lower Earley",RG6 5UP,1701,183,Beech Lane
"241, Beech Lane, Lower Earley",RG6 5UP,334,241,Beech Lane
"189, Beech Lane, Lower Earley",RG6 5UP,1044,189,Beech Lane
"201, Beech Lane, Lower Earley",RG6 5UP,1927,201,Beech Lane
"235, Beech Lane, Lower Earley",RG6 5UP,366,235,Beech Lane
"243, Beech Lane, Lower Earley",RG6 5UP,338,243,Beech Lane
"249, Beech Lane, Lower Earley",RG6 5UP,334,249,Beech Lane
"199, Beech Lane, Lower Earley",RG6 5UP,1962,199,Beech Lane
"215, Beech Lane, Lower Earley",RG6 5UP,963,215,Beech Lane
"209, Beech Lane, Lower Earley",RG6 5UP,946,209,Beech Lane
"The Swallows, Elm Lane, Lower Earley",RG6 5UQ,1432,,The Swallows
"Key Haven, Elm Lane, Lower Earley",RG6 5UQ,1292,,Key Haven
"Fircot, Elm Lane, Lower Earley",RG6 5UQ,1528,,Fircot
"Kamo, Elm Lane, Lower Earley",RG6 5UQ,1572,,Kamo
"Araucaria, Elm Lane, Lower Earley",RG6 5UQ,1378,,Araucaria
"The Brambles, Elm Lane, Lower Earley",RG6 5UQ,1550,,The Brambles
"Rosewood, Elm Lane, Lower Earley",RG6 5UQ,1270,,Rosewood
"Thistle Beck, Elm Lane, Lower Earley",RG6 5UQ,1582,,Thistle Beck
"Elmcot, Elm Lane, Lower Earley",RG6 5UQ,1787,,Elmcot
"Panmaric, Elm Lane, Lower Earley",RG6 5UQ,1414,,Panmaric
"5, Fulmer Close, Earley",RG6 5UR,1033,5,Fulmer Close
"8, Fulmer Close, Earley",RG6 5UR,1485,8,Fulmer Close
"7, Fulmer Close, Earley",RG6 5UR,1184,7,Fulmer Close
"10, Fulmer Close, Earley",RG6 5UR,840,10,Fulmer Close
"14, Fulmer Close, Earley",RG6 5UR,958,14,Fulmer Close
"3, Fulmer Close, Earley",RG6 5UR,2071,3,Fulmer Close
"6, Fulmer Close, Earley",RG6 5UR,785,6,Fulmer Close
"9, Fulmer Close, Earley",RG6 5UR,1319,9,Fulmer Close
"1 Adams Way, Earley",RG6 5UT,1421,1,Adams Way
"9, Adams Way, Earley",RG6 5UT,1432,9,Adams Way
"7, Adams Way, Earley",RG6 5UT,1647,7,Adams Way
"5, Adams Way, Earley",RG6 5UT,1391,5,Adams Way
"4, Hutton Close, Earley",RG6 5UU,1572,4,Hutton Close
"3, Hutton Close, Earley",RG6 5UU,904,3,Hutton Close
"2, Hutton Close, Earley",RG6 5UU,980,2,Hutton Close
"12, Hutton Close, Earley",RG6 5UU,1496,12,Hutton Close
"7, Hutton Close, Earley",RG6 5UU,2368,7,Hutton Close
"14, Hutton Close, Earley",RG6 5UU,926,14,Hutton Close
"1 Kerris Way, Earley",RG6 5UW,1658,1,Kerris Way
"47 Kerris Way, Earley",RG6 5UW,2239,47,Kerris Way
"42 Kerris Way, Earley",RG6 5UW,1744,42,Kerris Way
"15 Kerris Way, Earley",RG6 5UW,1851,15,Kerris Way
"6, Kerris Way, Earley",RG6 5UW,1787,6,Kerris Way
"26, Kerris Way, Earley",RG6 5UW,1765,26,Kerris Way
"41, Kerris Way, Earley",RG6 5UW,1625,41,Kerris Way
"32, Kerris Way, Earley",RG6 5UW,1679,32,Kerris Way
"24, Kerris Way, Earley",RG6 5UW,1948,24,Kerris Way
"36, Kerris Way, Earley",RG6 5UW,1109,36,Kerris Way
"12, Kerris Way, Earley",RG6 5UW,980,12,Kerris Way
"35, Kerris Way, Earley",RG6 5UW,1163,35,Kerris Way
"23, Kerris Way, Earley",RG6 5UW,1625,23,Kerris Way
"8, Kerris Way, Earley",RG6 5UW,1345,8,Kerris Way
"14, Kerris Way, Earley",RG6 5UW,1098,14,Kerris Way
"10, Kerris Way, Earley",RG6 5UW,1927,10,Kerris Way
"33, Kerris Way, Earley",RG6 5UW,1873,33,Kerris Way
"25, Kerris Way, Earley",RG6 5UW,1991,25,Kerris Way
"2, Kerris Way, Earley",RG6 5UW,1647,2,Kerris Way
"Copse Lodge, 16 Kerris Way, Earley",RG6 5UW,1141,,Copse Lodge
"40, Kerris Way, Earley",RG6 5UW,1518,40,Kerris Way
"42, Kerris Way, Earley",RG6 5UW,1744,42,Kerris Way
"4, Kerris Way, Earley",RG6 5UW,1418,4,Kerris Way
"42, Kerris Way, Earley",RG6 5UW,1661,42,Kerris Way
"15, Kerris Way, Earley",RG6 5UW,1816,15,Kerris Way
"26, Kerris Way, Earley",RG6 5UW,1677,26,Kerris Way
"20, Kerris Way, Earley",RG6 5UW,1448,20,Kerris Way
"92 Beaconsfield Way, Earley",RG6 5UX,398,92,Beaconsfield Way
"29 Beaconsfield Way, Earley",RG6 5UX,904,29,Beaconsfield Way
"4 Beaconsfield Way, Earley",RG6 5UX,904,4,Beaconsfield Way
"72 Beaconsfield Way, Earley",RG6 5UX,431,72,Beaconsfield Way
"82a Beaconsfield Way, Earley",RG6 5UX,560,82,a Beaconsfield Way
"90 Beaconsfield Way, Earley",RG6 5UX,441,90,Beaconsfield Way
"78 Beaconsfield Way, Earley",RG6 5UX,527,78,Beaconsfield Way
"112 Beaconsfield Way, Earley",RG6 5UX,495,112,Beaconsfield Way
"82c Beaconsfield Way, Earley",RG6 5UX,560,82,c Beaconsfield Way
"102, Beaconsfield Way, Earley",RG6 5UX,409,102,Beaconsfield Way
"46 Beaconsfield Way, Earley",RG6 5UX,323,46,Beaconsfield Way
"82b Beaconsfield Way, Earley",RG6 5UX,560,82,b Beaconsfield Way
"18 BEACONSFIELD WAY, EARLEY",RG6 5UX,829,18,BEACONSFIELD WAY
"100 BEACONSFIELD WAY, EARLEY",RG6 5UX,517,100,BEACONSFIELD WAY
"27, Beaconsfield Way, Earley",RG6 5UX,872,27,Beaconsfield Way
"92, Beaconsfield Way, Earley",RG6 5UX,527,92,Beaconsfield Way
"62, Beaconsfield Way, Earley",RG6 5UX,398,62,Beaconsfield Way
"64, Beaconsfield Way, Earley",RG6 5UX,484,64,Beaconsfield Way
"48, Beaconsfield Way, Earley",RG6 5UX,431,48,Beaconsfield Way
"86, Beaconsfield Way, Earley",RG6 5UX,409,86,Beaconsfield Way
"84, Beaconsfield Way, Earley",RG6 5UX,409,84,Beaconsfield Way
"106, Beaconsfield Way, Earley",RG6 5UX,527,106,Beaconsfield Way
"21, Beaconsfield Way, Earley",RG6 5UX,1055,21,Beaconsfield Way
"37, Beaconsfield Way, Earley",RG6 5UX,947,37,Beaconsfield Way
"17, Beaconsfield Way, Earley",RG6 5UX,1195,17,Beaconsfield Way
"40, Beaconsfield Way, Earley",RG6 5UX,624,40,Beaconsfield Way
"41, Beaconsfield Way, Earley",RG6 5UX,646,41,Beaconsfield Way
"66, Beaconsfield Way, Earley",RG6 5UX,398,66,Beaconsfield Way
"32, Beaconsfield Way, Earley",RG6 5UX,624,32,Beaconsfield Way
"12, Beaconsfield Way, Earley",RG6 5UX,1453,12,Beaconsfield Way
"58, Beaconsfield Way, Earley",RG6 5UX,624,58,Beaconsfield Way
"76, Beaconsfield Way, Earley",RG6 5UX,398,76,Beaconsfield Way
"76, Beaconsfield Way, Earley",RG6 5UX,398,76,Beaconsfield Way
"104, Beaconsfield Way, Earley",RG6 5UX,549,104,Beaconsfield Way
"88, Beaconsfield Way, Earley",RG6 5UX,388,88,Beaconsfield Way
"52, Beaconsfield Way, Earley",RG6 5UX,624,52,Beaconsfield Way
"42, Beaconsfield Way, Earley",RG6 5UX,517,42,Beaconsfield Way
"116, Beaconsfield Way, Earley",RG6 5UX,420,116,Beaconsfield Way
"43, Beaconsfield Way, Earley",RG6 5UX,614,43,Beaconsfield Way
"92, Beaconsfield Way, Earley",RG6 5UX,431,92,Beaconsfield Way
"50, Beaconsfield Way, Earley",RG6 5UX,646,50,Beaconsfield Way
"104, Beaconsfield Way, Earley",RG6 5UX,506,104,Beaconsfield Way
"56, Beaconsfield Way, Earley",RG6 5UX,646,56,Beaconsfield Way
"44, Beaconsfield Way, Earley",RG6 5UX,398,44,Beaconsfield Way
"90, Beaconsfield Way, Earley",RG6 5UX,420,90,Beaconsfield Way
"112, Beaconsfield Way, Earley",RG6 5UX,557,112,Beaconsfield Way
"82b, Beaconsfield Way, Earley",RG6 5UX,567,82,b
"110, Beaconsfield Way, Earley",RG6 5UX,532,110,Beaconsfield Way
"78, Beaconsfield Way, Earley",RG6 5UX,493,78,Beaconsfield Way
"29, Beaconsfield Way, Earley",RG6 5UX,894,29,Beaconsfield Way
"54, Beaconsfield Way, Earley",RG6 5UX,625,54,Beaconsfield Way
"46, Beaconsfield Way, Earley",RG6 5UX,459,46,Beaconsfield Way
"82d, Beaconsfield Way, Earley",RG6 5UX,661,82,d
"23, Beaconsfield Way, Earley",RG6 5UX,1290,23,Beaconsfield Way
"39, Beaconsfield Way, Earley",RG6 5UX,1088,39,Beaconsfield Way
"35, Beaconsfield Way, Earley",RG6 5UX,1348,35,Beaconsfield Way
"30, Beaconsfield Way, Earley",RG6 5UX,628,30,Beaconsfield Way
"100, Beaconsfield Way, Earley",RG6 5UX,287,100,Beaconsfield Way
"52, Beaconsfield Way, Earley",RG6 5UX,633,52,Beaconsfield Way
"29, Beaconsfield Way, Earley",RG6 5UX,901,29,Beaconsfield Way
"64, Beaconsfield Way, Earley",RG6 5UX,531,64,Beaconsfield Way
"62, Beaconsfield Way, Earley",RG6 5UX,278,62,Beaconsfield Way
"25, Beaconsfield Way, Earley",RG6 5UX,895,25,Beaconsfield Way
"54, Beaconsfield Way, Earley",RG6 5UX,626,54,Beaconsfield Way
"68, Beaconsfield Way, Earley",RG6 5UX,407,68,Beaconsfield Way
"25 Frieth Close, Earley",RG6 5UY,517,25,Frieth Close
"8 Frieth Close, Earley",RG6 5UY,1281,8,Frieth Close
"3 Frieth Close, Earley",RG6 5UY,441,3,Frieth Close
"10 Frieth Close, Earley",RG6 5UY,1421,10,Frieth Close
"7 FRIETH CLOSE, EARLEY",RG6 5UY,829,7,FRIETH CLOSE
"14 Frieth Close, Earley",RG6 5UY,484,14,Frieth Close
"4, Frieth Close, Earley",RG6 5UY,517,4,Frieth Close
"19, Frieth Close, Earley",RG6 5UY,409,19,Frieth Close
"12, Frieth Close, Earley",RG6 5UY,474,12,Frieth Close
"6, Frieth Close, Earley",RG6 5UY,1044,6,Frieth Close
"16, Frieth Close, Earley",RG6 5UY,538,16,Frieth Close
"2, Frieth Close, Earley",RG6 5UY,398,2,Frieth Close
"20, Frieth Close, Earley",RG6 5UY,624,20,Frieth Close
"22, Frieth Close, Earley",RG6 5UY,614,22,Frieth Close
"23, Frieth Close, Earley",RG6 5UY,635,23,Frieth Close
"11, Frieth Close, Earley",RG6 5UY,409,11,Frieth Close
"7, Frieth Close, Earley",RG6 5UY,827,7,Frieth Close
"14, Frieth Close, Earley",RG6 5UY,295,14,Frieth Close
"25, Frieth Close, Earley",RG6 5UY,520,25,Frieth Close
"19, Frieth Close, Earley",RG6 5UY,401,19,Frieth Close
"12, Frieth Close, Earley",RG6 5UY,260,12,Frieth Close
"2, Brean Walk, Earley",RG6 5XD,2153,2,Brean Walk
"3, Brean Walk, Earley",RG6 5XD,1615,3,Brean Walk
"2, Brean Walk, Earley",RG6 5XD,1518,2,Brean Walk
"2, Brean Walk, Earley",RG6 5XD,1518,2,Brean Walk
"1, Brean Walk, Earley",RG6 5XD,1389,1,Brean Walk
